date,attributedSalesSameSku1d,roasClicks14d,unitsSoldClicks1d,matchType,attributedSalesSameSku14d,unitsSoldOtherSku14d,sales7d,salesOtherSku14d,attributedSalesSameSku30d,searchTerm,unitsSoldSameSku1d,campaignStatus,keyword,salesOtherSku7d,purchasesSameSku7d,campaignBudgetAmount,purchases7d,unitsSoldSameSku30d,costPerClick,unitsSoldClicks14d,adGroupName,campaignId,clickThroughRate,purchaseClickRate14d,acosClicks14d,unitsSoldClicks30d,portfolioId,campaignBudgetCurrencyCode,roasClicks7d,unitsSoldSameSku14d,unitsSoldClicks7d,keywordId,attributedSalesSameSku7d,sales1d,adGroupId,addToList,keywordBid,targeting,purchasesSameSku14d,unitsSoldOtherSku7d,spend,purchasesSameSku1d,campaignBudgetType,keywordType,purchases1d,unitsSoldSameSku7d,cost,sales14d,acosClicks7d,sales30d,impressions,purchasesSameSku30d,purchases14d,purchases30d,clicks,campaignName
2025-12-31,0.0,0.0,0,PHRASE,0.0,0,0.0,0.0,0.0,tappetino antitaglio grande,0,ENABLED,tappetino antitaglio grande,0.0,0,75.0,0,0,0.78,0,Cutting Mat Large,199774680368818,5.88235294117647,0.0,,0,85977174074563,EUR,0.0,0,0,146333510287918,0.0,0.0,557676870768786,0,0.46,tappetino antitaglio grande,0,0,0.78,0,DAILY_BUDGET,PHRASE,0,0,0.78,0.0,,0.0,17,0,0,0,1,SP Cutting Mat MANUAL
2025-12-31,0.0,0.0,0,TARGETING_EXPRESSION_PREDEFINED,0.0,0,0.0,0.0,0.0,tappetino autorigenerante,0,ENABLED,close-match,0.0,0,20.0,0,0,0.42,0,Cutting Mat AUTO A4,52963754880959,50.0,0.0,,0,85977174074563,EUR,0.0,0,0,63228021050788,0.0,0.0,55817456653168,0,0.26,close-match,0,0,0.42,0,DAILY_BUDGET,TARGETING_EXPRESSION_PREDEFINED,0,0,0.42,0.0,,0.0,2,0,0,0,1,SP Cutting Mat AUTO ALL
2025-12-31,0.0,0.0,0,BROAD,0.0,0,0.0,0.0,0.0,tappetino bricolage,0,ENABLED,tappetino bricolage,0.0,0,75.0,0,0,0.41,0,Cutting Mat MANUAL ALL,199774680368818,50.0,0.0,,0,85977174074563,EUR,0.0,0,0,90695040781101,0.0,0.0,174430976685103,0,0.36,tappetino bricolage,0,0,0.41,0,DAILY_BUDGET,BROAD,0,0,0.41,0.0,,0.0,2,0,0,0,1,SP Cutting Mat MANUAL
2025-12-31,0.0,0.0,0,PHRASE,0.0,0,0.0,0.0,0.0,tappetino cutter a3,0,ENABLED,tappetino cutter a3,0.0,0,75.0,0,0,0.38,0,Cutting Mat A3,199774680368818,1.4285714285714286,0.0,,0,85977174074563,EUR,0.0,0,0,144714471640351,0.0,0.0,231251676653794,0,0.38,tappetino cutter a3,0,0,0.38,0,DAILY_BUDGET,PHRASE,0,0,0.38,0.0,,0.0,70,0,0,0,1,SP Cutting Mat MANUAL
2025-12-31,0.0,0.0,0,TARGETING_EXPRESSION,0.0,0,0.0,0.0,0.0,tappetino da modellismo,0,ENABLED,"category=""4290241031""",0.0,0,15.0,0,0,0.45,0,Cutting Mat CAT ALL,266820316933187,50.0,0.0,,0,85977174074563,EUR,0.0,0,0,85093910200041,0.0,0.0,29718609768123,0,0.26,"category=""Tappetini per taglio""",0,0,0.45,0,DAILY_BUDGET,TARGETING_EXPRESSION,0,0,0.45,0.0,,0.0,2,0,0,0,1,SP Cutting Mat CAT ALL (UD)
2025-12-31,0.0,0.0,0,TARGETING_EXPRESSION,0.0,0,0.0,0.0,0.0,tappetino da taglio,0,ENABLED,"category=""4290241031""",0.0,0,15.0,0,0,0.39,0,Cutting Mat CAT ALL,266820316933187,4.9504950495049505,0.0,,0,85977174074563,EUR,0.0,0,0,85093910200041,0.0,0.0,29718609768123,0,0.26,"category=""Tappetini per taglio""",0,0,1.94,0,DAILY_BUDGET,TARGETING_EXPRESSION,0,0,1.94,0.0,,0.0,101,0,0,0,5,SP Cutting Mat CAT ALL (UD)
2025-12-31,0.0,0.0,0,TARGETING_EXPRESSION_PREDEFINED,0.0,0,0.0,0.0,0.0,tappetino da taglio,0,ENABLED,close-match,0.0,0,20.0,0,0,0.39,0,Cutting Mat AUTO A4,52963754880959,13.333333333333334,0.0,,0,85977174074563,EUR,0.0,0,0,63228021050788,0.0,0.0,55817456653168,0,0.26,close-match,0,0,1.54,0,DAILY_BUDGET,TARGETING_EXPRESSION_PREDEFINED,0,0,1.54,0.0,,0.0,30,0,0,0,4,SP Cutting Mat AUTO ALL
2025-12-31,0.0,0.0,0,EXACT,0.0,0,0.0,0.0,0.0,tappetino da taglio,0,ENABLED,tappetini taglio,0.0,0,75.0,0,0,0.23,0,Cutting Mat MANUAL ALL,199774680368818,0.29411764705882354,0.0,,0,85977174074563,EUR,0.0,0,0,205103037819144,0.0,0.0,174430976685103,0,0.33,tappetini taglio,0,0,0.23,0,DAILY_BUDGET,EXACT,0,0,0.23,0.0,,0.0,340,0,0,0,1,SP Cutting Mat MANUAL
2025-12-31,0.0,0.0,0,PHRASE,0.0,0,0.0,0.0,0.0,tappetino da taglio a1,0,ENABLED,tappetini per taglio a1,0.0,0,75.0,0,0,0.43,0,Cutting Mat A1,199774680368818,1.1111111111111112,0.0,,0,85977174074563,EUR,0.0,0,0,65507005007657,0.0,0.0,110453447794434,0,0.48,tappetini per taglio a1,0,0,0.86,0,DAILY_BUDGET,PHRASE,0,0,0.86,0.0,,0.0,180,0,0,0,2,SP Cutting Mat MANUAL
2025-12-31,0.0,0.0,0,BROAD,0.0,0,0.0,0.0,0.0,tappetino da taglio a1 90x60 cm,0,ENABLED,tappetini per taglio 90x60,0.0,0,75.0,0,0,0.51,0,Cutting Mat A1 90x60,199774680368818,6.666666666666667,0.0,,0,85977174074563,EUR,0.0,0,0,74018462315643,0.0,0.0,307862072450492,0,0.51,tappetini per taglio 90x60,0,0,0.51,0,DAILY_BUDGET,BROAD,0,0,0.51,0.0,,0.0,15,0,0,0,1,SP Cutting Mat MANUAL
2025-12-31,0.0,0.0,0,BROAD,0.0,0,0.0,0.0,0.0,tappetino da taglio a2,0,ENABLED,tappetino da taglio a2,0.0,0,75.0,0,0,0.59,0,Cutting Mat A2,199774680368818,0.49019607843137253,0.0,,0,85977174074563,EUR,0.0,0,0,121450921551585,0.0,0.0,255039515216836,0,0.46,tappetino da taglio a2,0,0,0.59,0,DAILY_BUDGET,BROAD,0,0,0.59,0.0,,0.0,204,0,0,0,1,SP Cutting Mat MANUAL
2025-12-31,0.0,0.0,0,TARGETING_EXPRESSION,0.0,0,0.0,0.0,0.0,tappetino da taglio a3,0,ENABLED,"category=""4290241031""",0.0,0,15.0,0,0,0.63,0,Cutting Mat CAT ALL,266820316933187,9.090909090909092,0.0,,0,85977174074563,EUR,0.0,0,0,85093910200041,0.0,0.0,29718609768123,0,0.26,"category=""Tappetini per taglio""",0,0,0.63,0,DAILY_BUDGET,TARGETING_EXPRESSION,0,0,0.63,0.0,,0.0,11,0,0,0,1,SP Cutting Mat CAT ALL (UD)
2025-12-31,0.0,0.0,0,BROAD,0.0,0,0.0,0.0,0.0,tappetino da taglio a3,0,ENABLED,tappetino per taglio a3,0.0,0,75.0,0,0,0.45,0,Cutting Mat A3,199774680368818,0.9615384615384616,0.0,,0,85977174074563,EUR,0.0,0,0,271320026979280,0.0,0.0,231251676653794,0,0.38,tappetino per taglio a3,0,0,2.27,0,DAILY_BUDGET,BROAD,0,0,2.27,0.0,,0.0,520,0,0,0,5,SP Cutting Mat MANUAL
2025-12-31,0.0,0.0,0,BROAD,0.0,0,0.0,0.0,0.0,tappetino da taglio a3,0,ENABLED,tappetini da taglio a3,0.0,0,75.0,0,0,0.38,0,Cutting Mat A3,199774680368818,0.8264462809917356,0.0,,0,85977174074563,EUR,0.0,0,0,252498830237944,0.0,0.0,231251676653794,0,0.38,tappetini da taglio a3,0,0,0.38,0,DAILY_BUDGET,BROAD,0,0,0.38,0.0,,0.0,121,0,0,0,1,SP Cutting Mat MANUAL
2025-12-31,0.0,0.0,0,PHRASE,0.0,0,0.0,0.0,0.0,tappetino da taglio a3,0,ENABLED,tappetini per taglio a3,0.0,0,75.0,0,0,0.38,0,Cutting Mat A3,199774680368818,0.9615384615384616,0.0,,0,85977174074563,EUR,0.0,0,0,1058169633861,0.0,0.0,231251676653794,0,0.38,tappetini per taglio a3,0,0,0.38,0,DAILY_BUDGET,PHRASE,0,0,0.38,0.0,,0.0,104,0,0,0,1,SP Cutting Mat MANUAL
2025-12-31,0.0,0.0,0,BROAD,0.0,0,0.0,0.0,0.0,tappetino da taglio a3 autorigenerante,0,ENABLED,tappetino da taglio autorigenerante a3,0.0,0,75.0,0,0,0.38,0,Cutting Mat A3,199774680368818,2.5,0.0,,0,85977174074563,EUR,0.0,0,0,125394580179554,0.0,0.0,231251676653794,0,0.38,tappetino da taglio autorigenerante a3,0,0,0.38,0,DAILY_BUDGET,BROAD,0,0,0.38,0.0,,0.0,40,0,0,0,1,SP Cutting Mat MANUAL
2025-12-31,0.0,0.0,0,PHRASE,0.0,0,0.0,0.0,0.0,tappetino da taglio blu,0,ENABLED,tappetino per taglio blu,0.0,0,75.0,0,0,0.42,0,Cutting Mat Blue,199774680368818,100.0,0.0,,0,85977174074563,EUR,0.0,0,0,1710321075558,0.0,0.0,300077489523271,0,0.46,tappetino per taglio blu,0,0,0.42,0,DAILY_BUDGET,PHRASE,0,0,0.42,0.0,,0.0,1,0,0,0,1,SP Cutting Mat MANUAL
2025-12-31,0.0,0.0,0,BROAD,0.0,0,0.0,0.0,0.0,tappetino da taglio grande 90x120,0,ENABLED,tappetini per taglio 90x120,0.0,0,75.0,0,0,0.58,0,Cutting Mat A0 120x90,199774680368818,1.0416666666666665,0.0,,0,85977174074563,EUR,0.0,0,0,257549402738537,0.0,0.0,503654373308060,0,0.88,tappetini per taglio 90x120,0,0,0.58,0,DAILY_BUDGET,BROAD,0,0,0.58,0.0,,0.0,96,0,0,0,1,SP Cutting Mat MANUAL
2025-12-31,0.0,0.0,0,BROAD,0.0,0,0.0,0.0,0.0,tappetino da taglio nero a2,0,ENABLED,tappetino da taglio a2,0.0,0,75.0,0,0,0.51,0,Cutting Mat A2,199774680368818,11.11111111111111,0.0,,0,85977174074563,EUR,0.0,0,0,121450921551585,0.0,0.0,255039515216836,0,0.46,tappetino da taglio a2,0,0,0.51,0,DAILY_BUDGET,BROAD,0,0,0.51,0.0,,0.0,9,0,0,0,1,SP Cutting Mat MANUAL
2025-12-31,0.0,0.0,0,BROAD,0.0,0,0.0,0.0,0.0,tappetino da taglio per modellismo a3,0,ENABLED,tappetino per taglio a3,0.0,0,75.0,0,0,0.56,0,Cutting Mat A3,199774680368818,10.0,0.0,,0,85977174074563,EUR,0.0,0,0,271320026979280,0.0,0.0,231251676653794,0,0.38,tappetino per taglio a3,0,0,0.56,0,DAILY_BUDGET,BROAD,0,0,0.56,0.0,,0.0,10,0,0,0,1,SP Cutting Mat MANUAL
2025-12-31,0.0,0.0,0,TARGETING_EXPRESSION,0.0,0,0.0,0.0,0.0,tappetino lavoro scrivania antitaglio,0,ENABLED,"category=""4290241031""",0.0,0,15.0,0,0,0.38,0,Cutting Mat CAT ALL,266820316933187,16.666666666666664,0.0,,0,85977174074563,EUR,0.0,0,0,85093910200041,0.0,0.0,29718609768123,0,0.26,"category=""Tappetini per taglio""",0,0,0.38,0,DAILY_BUDGET,TARGETING_EXPRESSION,0,0,0.38,0.0,,0.0,6,0,0,0,1,SP Cutting Mat CAT ALL (UD)
2025-12-31,0.0,0.0,0,TARGETING_EXPRESSION_PREDEFINED,0.0,0,0.0,0.0,0.0,tappetino lavoro scrivania antitaglio,0,ENABLED,loose-match,0.0,0,20.0,0,0,0.29,0,Cutting Mat AUTO A4,52963754880959,100.0,0.0,,0,85977174074563,EUR,0.0,0,0,99984969358426,0.0,0.0,55817456653168,0,0.23,loose-match,0,0,0.29,0,DAILY_BUDGET,TARGETING_EXPRESSION_PREDEFINED,0,0,0.29,0.0,,0.0,1,0,0,0,1,SP Cutting Mat AUTO ALL
2025-12-31,0.0,0.0,0,BROAD,0.0,0,0.0,0.0,0.0,tappetino modellismo a2,0,ENABLED,tappetino modellismo a2,0.0,0,75.0,0,0,0.86,0,Cutting Mat A2,199774680368818,6.25,0.0,,0,85977174074563,EUR,0.0,0,0,103280261380033,0.0,0.0,255039515216836,0,0.46,tappetino modellismo a2,0,0,0.86,0,DAILY_BUDGET,BROAD,0,0,0.86,0.0,,0.0,16,0,0,0,1,SP Cutting Mat MANUAL
2025-12-31,0.0,0.0,0,EXACT,0.0,0,0.0,0.0,0.0,tappetino modellismo a3,0,ENABLED,tappetino modellismo a3,0.0,0,75.0,0,0,0.29,0,Cutting Mat A3,199774680368818,14.285714285714285,0.0,,0,85977174074563,EUR,0.0,0,0,86427282824291,0.0,0.0,231251676653794,0,0.38,tappetino modellismo a3,0,0,0.29,0,DAILY_BUDGET,EXACT,0,0,0.29,0.0,,0.0,7,0,0,0,1,SP Cutting Mat MANUAL
2025-12-31,0.0,0.0,0,PHRASE,0.0,0,0.0,0.0,0.0,tappetino modellismo navale a3,0,ENABLED,tappetini modellismo,0.0,0,75.0,0,0,0.63,0,Cutting Mat MANUAL ALL,199774680368818,6.666666666666667,0.0,,0,85977174074563,EUR,0.0,0,0,181431241699194,0.0,0.0,174430976685103,0,0.36,tappetini modellismo,0,0,0.63,0,DAILY_BUDGET,PHRASE,0,0,0.63,0.0,,0.0,15,0,0,0,1,SP Cutting Mat MANUAL
2025-12-31,0.0,0.0,0,PHRASE,0.0,0,0.0,0.0,0.0,tappetino modellismo plastica,0,ENABLED,tappetini modellismo,0.0,0,75.0,0,0,0.94,0,Cutting Mat MANUAL ALL,199774680368818,4.545454545454546,0.0,,0,85977174074563,EUR,0.0,0,0,181431241699194,0.0,0.0,174430976685103,0,0.36,tappetini modellismo,0,0,1.88,0,DAILY_BUDGET,PHRASE,0,0,1.88,0.0,,0.0,44,0,0,0,2,SP Cutting Mat MANUAL
2025-12-31,8.98,35.92,1,TARGETING_EXPRESSION_PREDEFINED,8.98,0,8.98,0.0,8.98,tappetino per collage,1,ENABLED,loose-match,0.0,1,20.0,1,1,0.25,1,Cutting Mat AUTO A4,52963754880959,16.666666666666664,100.0,2.7839643652561246,1,85977174074563,EUR,35.92,1,1,99984969358426,8.98,8.98,55817456653168,0,0.23,loose-match,1,0,0.25,1,DAILY_BUDGET,TARGETING_EXPRESSION_PREDEFINED,1,1,0.25,8.98,2.7839643652561246,8.98,6,1,1,1,1,SP Cutting Mat AUTO ALL
2025-12-31,0.0,0.0,0,TARGETING_EXPRESSION_PREDEFINED,0.0,0,0.0,0.0,0.0,tappetino per dipingere warhammer,0,ENABLED,loose-match,0.0,0,20.0,0,0,0.18,0,Cutting Mat AUTO A4,52963754880959,100.0,0.0,,0,85977174074563,EUR,0.0,0,0,99984969358426,0.0,0.0,55817456653168,0,0.23,loose-match,0,0,0.18,0,DAILY_BUDGET,TARGETING_EXPRESSION_PREDEFINED,0,0,0.18,0.0,,0.0,1,0,0,0,1,SP Cutting Mat AUTO ALL
2025-12-31,0.0,0.0,0,BROAD,0.0,0,0.0,0.0,0.0,tappetino per taglio,0,ENABLED,tappetino taglio a4,0.0,0,75.0,0,0,0.31,0,Cutting Mat A4,199774680368818,5.555555555555555,0.0,,0,85977174074563,EUR,0.0,0,0,143488506990947,0.0,0.0,486001505884040,0,0.31,tappetino taglio a4,0,0,0.31,0,DAILY_BUDGET,BROAD,0,0,0.31,0.0,,0.0,18,0,0,0,1,SP Cutting Mat MANUAL
2025-12-31,0.0,0.0,0,BROAD,0.0,0,0.0,0.0,0.0,tappetino scrivania taglierino,0,ENABLED,tappetino taglierino,0.0,0,75.0,0,0,0.17,0,Cutting Mat MANUAL ALL,199774680368818,14.285714285714285,0.0,,0,85977174074563,EUR,0.0,0,0,10904780659130,0.0,0.0,174430976685103,0,0.31,tappetino taglierino,0,0,0.17,0,DAILY_BUDGET,BROAD,0,0,0.17,0.0,,0.0,7,0,0,0,1,SP Cutting Mat MANUAL
2025-12-31,0.0,0.0,0,BROAD,0.0,0,0.0,0.0,0.0,tappetino taglio,0,ENABLED,tappetino sartoriale da taglio piccolo,0.0,0,75.0,0,0,0.26,0,Cutting Mat Small,199774680368818,10.0,0.0,,0,85977174074563,EUR,0.0,0,0,72622840173771,0.0,0.0,309849309309133,0,0.26,tappetino sartoriale da taglio piccolo,0,0,0.26,0,DAILY_BUDGET,BROAD,0,0,0.26,0.0,,0.0,10,0,0,0,1,SP Cutting Mat MANUAL
2025-12-31,0.0,0.0,0,TARGETING_EXPRESSION_PREDEFINED,0.0,0,0.0,0.0,0.0,tappetino taglio a1,0,ENABLED,close-match,0.0,0,20.0,0,0,0.23,0,Cutting Mat AUTO ALL,52963754880959,33.33333333333333,0.0,,0,85977174074563,EUR,0.0,0,0,101879456931334,0.0,0.0,20534031029314,0,0.23,close-match,0,0,0.23,0,DAILY_BUDGET,TARGETING_EXPRESSION_PREDEFINED,0,0,0.23,0.0,,0.0,3,0,0,0,1,SP Cutting Mat AUTO ALL
2025-12-31,0.0,0.0,0,BROAD,0.0,0,0.0,0.0,0.0,tappetino taglio a2,0,ENABLED,tappetino da taglio a2,0.0,0,75.0,0,0,0.8,0,Cutting Mat A2,199774680368818,1.4705882352941175,0.0,,0,85977174074563,EUR,0.0,0,0,121450921551585,0.0,0.0,255039515216836,0,0.46,tappetino da taglio a2,0,0,0.8,0,DAILY_BUDGET,BROAD,0,0,0.8,0.0,,0.0,68,0,0,0,1,SP Cutting Mat MANUAL
2025-12-31,0.0,0.0,0,BROAD,0.0,0,0.0,0.0,0.0,tappetino taglio a2 autorigenerante trasparente dahle,0,ENABLED,tappetino da taglio autorigenerante a2,0.0,0,75.0,0,0,0.75,0,Cutting Mat A2,199774680368818,11.11111111111111,0.0,,0,85977174074563,EUR,0.0,0,0,191581004819313,0.0,0.0,255039515216836,0,0.46,tappetino da taglio autorigenerante a2,0,0,0.75,0,DAILY_BUDGET,BROAD,0,0,0.75,0.0,,0.0,9,0,0,0,1,SP Cutting Mat MANUAL
2025-12-31,0.0,0.0,0,BROAD,0.0,0,0.0,0.0,0.0,tappetino taglio a3,0,ENABLED,tappetino per taglio a3,0.0,0,75.0,0,0,0.38,0,Cutting Mat A3,199774680368818,0.7692307692307693,0.0,,0,85977174074563,EUR,0.0,0,0,271320026979280,0.0,0.0,231251676653794,0,0.38,tappetino per taglio a3,0,0,0.38,0,DAILY_BUDGET,BROAD,0,0,0.38,0.0,,0.0,130,0,0,0,1,SP Cutting Mat MANUAL
2025-12-31,0.0,0.0,0,PHRASE,0.0,0,0.0,0.0,0.0,tappetino taglio a3,0,ENABLED,tappetini per taglio a3,0.0,0,75.0,0,0,0.38,0,Cutting Mat A3,199774680368818,2.0408163265306123,0.0,,0,85977174074563,EUR,0.0,0,0,1058169633861,0.0,0.0,231251676653794,0,0.38,tappetini per taglio a3,0,0,0.38,0,DAILY_BUDGET,PHRASE,0,0,0.38,0.0,,0.0,49,0,0,0,1,SP Cutting Mat MANUAL
2025-12-31,0.0,0.0,0,TARGETING_EXPRESSION,0.0,0,0.0,0.0,0.0,tappetino taglio autorigenerante,0,ENABLED,"category=""4290241031""",0.0,0,15.0,0,0,0.59,0,Cutting Mat CAT ALL,266820316933187,50.0,0.0,,0,85977174074563,EUR,0.0,0,0,85093910200041,0.0,0.0,29718609768123,0,0.26,"category=""Tappetini per taglio""",0,0,0.59,0,DAILY_BUDGET,TARGETING_EXPRESSION,0,0,0.59,0.0,,0.0,2,0,0,0,1,SP Cutting Mat CAT ALL (UD)
2025-12-31,0.0,0.0,0,TARGETING_EXPRESSION,0.0,0,0.0,0.0,0.0,tappeto da taglio,0,ENABLED,"category=""4290241031""",0.0,0,15.0,0,0,0.53,0,Cutting Mat CAT ALL,266820316933187,2.7027027027027026,0.0,,0,85977174074563,EUR,0.0,0,0,85093910200041,0.0,0.0,29718609768123,0,0.26,"category=""Tappetini per taglio""",0,0,0.53,0,DAILY_BUDGET,TARGETING_EXPRESSION,0,0,0.53,0.0,,0.0,37,0,0,0,1,SP Cutting Mat CAT ALL (UD)
2025-12-31,0.0,0.0,0,BROAD,0.0,0,0.0,0.0,0.0,tappeto da taglio a0,0,ENABLED,tappeto per taglio a0,0.0,0,75.0,0,0,0.88,0,Cutting Mat A0,199774680368818,1.8181818181818181,0.0,,0,85977174074563,EUR,0.0,0,0,222311613857225,0.0,0.0,377123227,0,0.88,tappeto per taglio a0,0,0,0.88,0,DAILY_BUDGET,BROAD,0,0,0.88,0.0,,0.0,55,0,0,0,1,SP Cutting Mat MANUAL
2025-12-31,0.0,0.0,0,BROAD,0.0,0,0.0,0.0,0.0,tappeto da taglio a2,0,ENABLED,tappeto da taglio a2,0.0,0,75.0,0,0,0.33,0,Cutting Mat A2,199774680368818,2.7027027027027026,0.0,,0,85977174074563,EUR,0.0,0,0,181659919727038,0.0,0.0,255039515216836,0,0.46,tappeto da taglio a2,0,0,0.33,0,DAILY_BUDGET,BROAD,0,0,0.33,0.0,,0.0,37,0,0,0,1,SP Cutting Mat MANUAL
2025-12-31,0.0,0.0,0,TARGETING_EXPRESSION,0.0,0,0.0,0.0,0.0,tappeto da taglio a3,0,ENABLED,"category=""4290241031""",0.0,0,15.0,0,0,0.42,0,Cutting Mat CAT ALL,266820316933187,66.66666666666666,0.0,,0,85977174074563,EUR,0.0,0,0,85093910200041,0.0,0.0,29718609768123,0,0.26,"category=""Tappetini per taglio""",0,0,0.85,0,DAILY_BUDGET,TARGETING_EXPRESSION,0,0,0.85,0.0,,0.0,3,0,0,0,2,SP Cutting Mat CAT ALL (UD)
2025-12-31,0.0,0.0,0,PHRASE,0.0,0,0.0,0.0,0.0,tappeto modellismo,0,ENABLED,tappeto modellismo,0.0,0,75.0,0,0,0.42,0,Cutting Mat MANUAL ALL,199774680368818,2.380952380952381,0.0,,0,85977174074563,EUR,0.0,0,0,116834512098321,0.0,0.0,174430976685103,0,0.38,tappeto modellismo,0,0,0.42,0,DAILY_BUDGET,PHRASE,0,0,0.42,0.0,,0.0,42,0,0,0,1,SP Cutting Mat MANUAL
2025-12-31,0.0,0.0,0,TARGETING_EXPRESSION,0.0,0,0.0,0.0,0.0,tappeto per banco da lavoro,0,ENABLED,"category=""4290241031""",0.0,0,15.0,0,0,0.38,0,Cutting Mat CAT ALL,266820316933187,5.0,0.0,,0,85977174074563,EUR,0.0,0,0,85093910200041,0.0,0.0,29718609768123,0,0.26,"category=""Tappetini per taglio""",0,0,0.38,0,DAILY_BUDGET,TARGETING_EXPRESSION,0,0,0.38,0.0,,0.0,20,0,0,0,1,SP Cutting Mat CAT ALL (UD)
2025-12-31,0.0,0.0,0,TARGETING_EXPRESSION_PREDEFINED,0.0,0,0.0,0.0,0.0,tappeto per incisore laser,0,ENABLED,loose-match,0.0,0,20.0,0,0,0.29,0,Cutting Mat AUTO A4,52963754880959,100.0,0.0,,0,85977174074563,EUR,0.0,0,0,99984969358426,0.0,0.0,55817456653168,0,0.23,loose-match,0,0,0.29,0,DAILY_BUDGET,TARGETING_EXPRESSION_PREDEFINED,0,0,0.29,0.0,,0.0,1,0,0,0,1,SP Cutting Mat AUTO ALL
2025-12-31,0.0,0.0,0,PHRASE,0.0,0,0.0,0.0,0.0,tappeto taglio a1,0,ENABLED,tappeto taglio a1,0.0,0,75.0,0,0,0.15,0,Cutting Mat A1,199774680368818,7.6923076923076925,0.0,,0,85977174074563,EUR,0.0,0,0,80045517322266,0.0,0.0,110453447794434,0,0.48,tappeto taglio a1,0,0,0.15,0,DAILY_BUDGET,PHRASE,0,0,0.15,0.0,,0.0,13,0,0,0,1,SP Cutting Mat MANUAL
2025-12-31,0.0,0.0,0,BROAD,0.0,0,0.0,0.0,0.0,tappeto taglio a1,0,ENABLED,tappeto per taglio,0.0,0,75.0,0,0,0.32,0,Cutting Mat MANUAL ALL,199774680368818,12.5,0.0,,0,85977174074563,EUR,0.0,0,0,198897228563458,0.0,0.0,174430976685103,0,0.31,tappeto per taglio,0,0,0.32,0,DAILY_BUDGET,BROAD,0,0,0.32,0.0,,0.0,8,0,0,0,1,SP Cutting Mat MANUAL
2025-12-31,0.0,0.0,0,EXACT,0.0,0,0.0,0.0,0.0,tappeto taglio a3,0,ENABLED,tappeto per taglio a3,0.0,0,75.0,0,0,0.38,0,Cutting Mat A3,199774680368818,10.0,0.0,,0,85977174074563,EUR,0.0,0,0,5315065874114,0.0,0.0,231251676653794,0,0.38,tappeto per taglio a3,0,0,0.38,0,DAILY_BUDGET,EXACT,0,0,0.38,0.0,,0.0,10,0,0,0,1,SP Cutting Mat MANUAL
2025-12-31,0.0,0.0,0,BROAD,0.0,0,0.0,0.0,0.0,tavola per tagliare a2,0,ENABLED,tavola per tagliare a2,0.0,0,75.0,0,0,0.55,0,Cutting Mat A2,199774680368818,25.0,0.0,,0,85977174074563,EUR,0.0,0,0,54905936999066,0.0,0.0,255039515216836,0,0.46,tavola per tagliare a2,0,0,0.55,0,DAILY_BUDGET,BROAD,0,0,0.55,0.0,,0.0,4,0,0,0,1,SP Cutting Mat MANUAL
2025-12-31,0.0,0.0,0,TARGETING_EXPRESSION_PREDEFINED,0.0,0,0.0,0.0,0.0,tela,0,ENABLED,close-match,0.0,0,30.0,0,0,0.4,0,Stretched Canvas AUTO ALL,322603208588387,2.2222222222222223,0.0,,0,49215886513051,EUR,0.0,0,0,9853124101240,0.0,0.0,469269469532754,0,0.41,close-match,0,0,0.4,0,DAILY_BUDGET,TARGETING_EXPRESSION_PREDEFINED,0,0,0.4,0.0,,0.0,45,0,0,0,1,Stretched Canvas AUTO ALL
2025-12-31,0.0,0.0,0,TARGETING_EXPRESSION,0.0,0,0.0,0.0,0.0,tela 100x150,0,ENABLED,"category=""4354979031""",0.0,0,20.0,0,0,0.49,0,Premium Stretched Canvas CAT 90x120,365630296319203,14.285714285714285,0.0,,0,175781754206355,EUR,0.0,0,0,881891303369,0.0,0.0,313854580898576,0,0.38,"category=""Tele intelaiate per artisti""",0,0,0.49,0,DAILY_BUDGET,TARGETING_EXPRESSION,0,0,0.49,0.0,,0.0,7,0,0,0,1,Premium Stretched Canvas CAT Detail
2025-12-31,0.0,0.0,0,TARGETING_EXPRESSION_PREDEFINED,0.0,0,0.0,0.0,0.0,tela 100x70,0,ENABLED,loose-match,0.0,0,20.0,0,0,0.36,0,Premium Stretched Canvas AUTO 90x120,332278070030441,100.0,0.0,,0,175781754206355,EUR,0.0,0,0,224071466853109,0.0,0.0,546120065845388,0,0.48,loose-match,0,0,0.36,0,DAILY_BUDGET,TARGETING_EXPRESSION_PREDEFINED,0,0,0.36,0.0,,0.0,1,0,0,0,1,Premium Stretched Canvas AUTO DETAIL
2025-12-31,0.0,0.0,0,BROAD,0.0,0,0.0,0.0,0.0,tela 40 x 80,0,ENABLED,tela 80x40,0.0,0,30.0,0,0,0.36,0,Stretched Canvas MANUAL 40x80,319100711682791,50.0,0.0,,0,49215886513051,EUR,0.0,0,0,30668684835246,0.0,0.0,536812482986830,0,0.66,tela 80x40,0,0,0.36,0,DAILY_BUDGET,BROAD,0,0,0.36,0.0,,0.0,2,0,0,0,1,Stretched Canvas MANUAL Detail
2025-12-31,0.0,0.0,0,BROAD,0.0,0,0.0,0.0,0.0,tela 50x70,0,ENABLED,tela 70x50,0.0,0,30.0,0,0,0.66,0,Stretched Canvas MANUAL 50x70,319100711682791,14.285714285714285,0.0,,0,49215886513051,EUR,0.0,0,0,146668494165279,0.0,0.0,470216147782855,0,0.76,tela 70x50,0,0,0.66,0,DAILY_BUDGET,BROAD,0,0,0.66,0.0,,0.0,7,0,0,0,1,Stretched Canvas MANUAL Detail
