Country,Campaign Name,Campaign ID,ACOS Target
IT,SP-PT Cutting Mat Product Target,189047154051902,20%
IT,Cutting Mats SD-CON-AUD TV View Remarket,299535758500220,20%
IT,Cutting Mats SD-CON-VID-AUD TV View Remarket,395072706274797,20%
IT,Cutting Mat MANUAL A0 Ansio,326631116399178,20%
IT,Cutting Mat MANUAL A0 Ark,383190472234974,20%
IT,Cutting Mat MANUAL A0 Army Painter,319375460017507,20%
IT,Cutting Mat MANUAL A0 Artway,545309163830649,20%
IT,Cutting Mat MANUAL A0 Dahle Vantage,377681432338664,20%
IT,Cutting Mat MANUAL A0 Garden Mile,463030796708913,20%
IT,Cutting Mat MANUAL A0 La Canilla,479583910520050,20%
IT,Cutting Mat MANUAL A0 Maxko,345507617395592,20%
IT,Cutting Mat MANUAL A0 OfficeTree,312878139217854,20%
IT,Cutting Mat MANUAL A0 Silverline,452016935837043,20%
IT,Cutting Mat MANUAL A0 Victor,284154237781774,20%
IT,Cutting Mat MANUAL A0 Wedo,403870193541831,20%
IT,Cutting Mat MANUAL A1 Ansio,473686227357121,20%
IT,Cutting Mat MANUAL A1 Ark,429385800507288,20%
IT,Cutting Mat MANUAL A1 Army Painter,556091447297966,20%
IT,Cutting Mat MANUAL A1 Artway,388366917453673,20%
IT,Cutting Mat MANUAL A1 Dahle Vantage,524678109318626,20%
IT,Cutting Mat MANUAL A1 Garden Mile,381773352363801,20%
IT,Cutting Mat MANUAL A1 La Canilla,424488076383821,20%
IT,Cutting Mat MANUAL A1 Maxko,507953999387883,20%
IT,Cutting Mat MANUAL A1 OfficeTree,478720023580697,20%
IT,Cutting Mat MANUAL A1 Silverline,560620631638070,20%
IT,Cutting Mat MANUAL A1 Victor,535486284649826,20%
IT,Cutting Mat MANUAL A1 Wedo,509468250503185,20%
IT,Cutting Mat MANUAL A2 Ansio,391916961312339,20%
IT,Cutting Mat MANUAL A2 Ark,310004440149550,20%
IT,Cutting Mat MANUAL A2 Army Painter,417408587754265,20%
IT,Cutting Mat MANUAL A2 Artway,460653142339042,20%
IT,Cutting Mat MANUAL A2 Dahle Vantage,458116154765080,20%
IT,Cutting Mat MANUAL A2 Garden Mile,292002687955534,20%
IT,Cutting Mat MANUAL A2 La Canilla,422072456701569,20%
IT,Cutting Mat MANUAL A2 Maxko,325695116841193,20%
IT,Cutting Mat MANUAL A2 OfficeTree,424021611410370,20%
IT,Cutting Mat MANUAL A2 Silverline,456722967496833,20%
IT,Cutting Mat MANUAL A2 Victor,343101902177646,20%
IT,Cutting Mat MANUAL A2 Wedo,522851258516089,20%
IT,Cutting Mat MANUAL A3 Ansio,360422297082856,20%
IT,Cutting Mat MANUAL A3 Ark,335257201730038,20%
IT,Cutting Mat MANUAL A3 Army Painter,411089751152112,20%
IT,Cutting Mat MANUAL A3 Artway,332713911752494,20%
IT,Cutting Mat MANUAL A3 Dahle Vantage,542086577485535,20%
IT,Cutting Mat MANUAL A3 Garden Mile,340127688310452,20%
IT,Cutting Mat MANUAL A3 La Canilla,494346377211520,20%
IT,Cutting Mat MANUAL A3 Maxko,284927795530039,20%
IT,Cutting Mat MANUAL A3 OfficeTree,282818326928247,20%
IT,Cutting Mat MANUAL A3 Silverline,417010948438336,20%
IT,Cutting Mat MANUAL A3 Victor,508093470855637,20%
IT,Cutting Mat MANUAL A3 Wedo,345419650676617,20%
IT,Cutting Mat MANUAL A4 Ansio,521529229887656,20%
IT,Cutting Mat MANUAL A4 Ark,504662413916588,20%
IT,Cutting Mat MANUAL A4 Army Painter,448929565407111,20%
IT,Cutting Mat MANUAL A4 Artway,423798241866367,20%
IT,Cutting Mat MANUAL A4 Dahle Vantage,395353071455898,20%
IT,Cutting Mat MANUAL A4 Garden Mile,359629323904332,20%
IT,Cutting Mat MANUAL A4 La Canilla,519770031728590,20%
IT,Cutting Mat MANUAL A4 Maxko,403646307705062,20%
IT,Cutting Mat MANUAL A4 OfficeTree,283827008148082,20%
IT,Cutting Mat MANUAL A4 Silverline,520153826992610,20%
IT,Cutting Mat MANUAL A4 Victor,477360132358422,20%
IT,Cutting Mat MANUAL A4 Wedo,342864927892277,20%
IT,SP-PT Cutting Mat ACROPAQ,492417021658582,20%
IT,SP-PT Cutting Mat ANSIO,376663311833067,20%
IT,SP-PT Cutting Mat ARK,379769130393434,20%
IT,SP-PT Cutting Mat ARMY PAINTER,285890659220197,20%
IT,SP-PT Cutting Mat ARTWAY,429967929058999,20%
IT,SP-PT Cutting Mat DAHLE VANTAGE,443685873629269,20%
IT,SP-PT Cutting Mat GARDEN MILE,415570722594056,20%
IT,SP-PT Cutting Mat IDEEN MIT HERZ,309347164209077,20%
IT,SP-PT Cutting Mat LA CANILLA,307664474826945,20%
IT,SP-PT Cutting Mat MAXKO,389218855664015,20%
IT,SP-PT Cutting Mat OFFICETREE,316488680976530,20%
IT,SP-PT Cutting Mat SILVERLINE,554822670289823,20%
IT,SP-PT Cutting Mat UZIMOO,505450503141156,20%
IT,SP-PT Cutting Mat VICTOR,486206642025671,20%
IT,SP-PT Cutting Mat WEDO,320121353913130,20%
IT,Cutting Mat MANUAL A0 Blu,480686680928972,20%
IT,Cutting Mat MANUAL A0 Grigio,394383775704464,20%
IT,Cutting Mat MANUAL A0 Nero,440263615468995,20%
IT,Cutting Mat MANUAL A0 Rosa,369025418836538,20%
IT,Cutting Mat MANUAL A0 Taupe,427314691871269,20%
IT,Cutting Mat MANUAL A0 Verde,347965942062654,20%
IT,Cutting Mat MANUAL A0 Viola,330671897204101,20%
IT,Cutting Mat MANUAL A1 Blu,557048200690237,20%
IT,Cutting Mat MANUAL A1 Grigio,447389572723277,20%
IT,Cutting Mat MANUAL A1 Nero,503145765732854,20%
IT,Cutting Mat MANUAL A1 Rosa,314991350179315,20%
IT,Cutting Mat MANUAL A1 Taupe,530704784397890,20%
IT,Cutting Mat MANUAL A1 Verde,354046967427842,20%
IT,Cutting Mat MANUAL A1 Viola,456807623785076,20%
IT,Cutting Mat MANUAL A2 Blu,297158734116140,20%
IT,Cutting Mat MANUAL A2 Grigio,475316593419568,20%
IT,Cutting Mat MANUAL A2 Nero,338785576430947,20%
IT,Cutting Mat MANUAL A2 Rosa,490208860119061,20%
IT,Cutting Mat MANUAL A2 Taupe,397663070301732,20%
IT,Cutting Mat MANUAL A2 Verde,282361237977644,20%
IT,Cutting Mat MANUAL A2 Viola,518586633126317,20%
IT,Cutting Mat MANUAL A3 Blu,541567320179421,20%
IT,Cutting Mat MANUAL A3 Grigio,524256694184030,20%
IT,Cutting Mat MANUAL A3 Nero,372860583661015,20%
IT,Cutting Mat MANUAL A3 Rosa,514251078333042,20%
IT,Cutting Mat MANUAL A3 Taupe,450412851237618,20%
IT,Cutting Mat MANUAL A3 Verde,485428703336374,20%
IT,Cutting Mat MANUAL A3 Viola,400646164616905,20%
IT,Cutting Mat MANUAL A4 Blu,345948457103468,20%
IT,Cutting Mat MANUAL A4 Grigio,291992527890686,20%
IT,Cutting Mat MANUAL A4 Nero,453442343287693,20%
IT,Cutting Mat MANUAL A4 Rosa,381400292652373,20%
IT,Cutting Mat MANUAL A4 Taupe,300429582393930,20%
IT,Cutting Mat MANUAL A4 Verde,537662870219613,20%
IT,Cutting Mat MANUAL A4 Viola,379214097274279,20%
IT,Paint AUTO GOUACHE,529828631091068,30%
IT,Paint AUTO OIL,456391762023078,30%
IT,Paint AUTO WATER,513749172344724,30%
IT,Paint CAT GOUACHE,323768699745953,30%
IT,Paint CAT OIL,302940399676978,30%
IT,Paint CAT WATER,408839588591634,30%
IT,Paint MANUAL ALL,447250879119603,30%
IT,Paint MANUAL GOUACHE,439445321812752,30%
IT,Paint MANUAL OIL,300424101153817,30%
IT,Paint MANUAL WATER,534516355453981,30%
IT,Paint Display AUD Purchase Remarket,338011856214685,30%
IT,Paint Display AUD View Remarket,374831738542731,30%
IT,Paint Display CAT,458436793088145,30%
IT,Premium Stretched Canvas AUTO ALL,459306023680778,20%
IT,Premium Stretched Canvas AUTO DETAIL,332278070030441,20%
IT,Premium Stretched Canvas CAT Detail,365630296319203,20%
IT,Premium Stretched Canvas MANUAL ALL,524832290773795,20%
IT,Premium Stretched Canvas MANUAL Detail,373732049684739,20%
IT,Premium Stretched Canvas PRODUCT TARGET,339776499365849,20%
IT,Rotary Cutter - Manual - Exact - JA (keep running till regular MANUAL gets more clicks),560667346267261,30%
IT,Rotary cutter MANUAL KEY,22623045463920,30%
IT,Rotary Cutter Product Target,13026469062635,30%
IT,Rotary Cutters AUTO,145719612249034,30%
IT,Rotary cutters CAT (D),53627523715284,30%
IT,SP-PT Rotary Cutter Defensive to Cutting Mat,326485743429022,15%
IT,Lineal AUTOKEY,210807790169151,30%
IT,Lineal CATEGORIES,977056214820,30%
IT,Lineal MANUAL KEYWORDS,114319221866737,30%
IT,Lineal Product Target,251285373360031,30%
IT,SP-PT Ruler Defensive to Cutting Mat,345404254712775,15%
IT,Slices AUTO,119844285714117,30%
IT,Slices CAT (D),8549363312411,30%
IT,Slices MANUAL,27315681152223,30%
IT,Slices Product Target,310682554455004,30%
IT,SB PC 280 Stretched Canvas CAT ALL,455918026739761,20%
IT,SB PC 280 Stretched Canvas MANUAL ALL,511460820386823,20%
IT,SB PC 280 Stretched Canvas Product Target,408575885558781,20%
IT,SB VID 280 Stretched Canvas CAT ALL,560407899029464,20%
IT,SB VID 280 Stretched Canvas MANUAL ALL,385614418263197,20%
IT,SB VID 280 Stretched Canvas MANUAL DETAIL,411918574787817,20%
IT,SD 280 Stretched Canvas Defensive to 280 Stretched Canvas,355920737962612,10%
IT,SD 280 Stretched Canvas Defensive to 380 Stretched Canvas,424146456124791,10%
IT,SD VID 280 Stretched Canvas Defensive to 280 Stretched Canvas,494287741153770,10%
IT,SD VID 280 Stretched Canvas Defensive to 380 Stretched Canvas,512382754572150,10%
IT,SD 280 Stretched Canvas Contextual CAT DETAIL,484611752927848,20%
IT,SD 280 Stretched Canvas Product Target,430782992054455,20%
IT,SD 280 Stretched Canvas Purchase Remarket,558698266958739,20%
IT,SD 280 Stretched Canvas View Remarket,544874996649892,20%
IT,SD 280 Stretched Canvas View Remarket CAT DETAIL,446234820982269,20%
IT,SD VID 280 Stretched Canvas Contextual CAT ALL,476026046626854,20%
IT,SD VID 280 Stretched Canvas Product Target,324813886541194,20%
IT,SD VID 280 Stretched Canvas Purchase Remarket,516674008659731,20%
IT,SD VID 280 Stretched Canvas View Remarket,386200925505811,20%
IT,SD VID 280 Stretched Canvas View Remarket CAT ALL,460969678296101,20%
IT,SP-PT 280 Stretched Canvas Defensive to 280 Stretched Canvas,555333104869671,10%
IT,SP-PT 280 Stretched Canvas Defensive to 380 Stretched Canvas,313429713267519,10%
IT,SP-PT 280 Stretched Canvas Defensive to Canvas Panel,465380585205193,10%
IT,SP 280 Stretched Canvas CAT ALL,405521623659723,20%
IT,Stretched Canvas AUTO ALL,322603208588387,20%
IT,Stretched Canvas AUTO Detail,365066329383211,20%
IT,Stretched Canvas CAT Detail,307061927469706,20%
IT,Stretched Canvas MANUAL ALL,495156814330433,20%
IT,Stretched Canvas MANUAL Detail,319100711682791,20%
IT,Stretched Canvas PRODUCT TARGET,467493384500803,20%
JP,SB PC Cutting Mat Defensive to Mat,423569572897184,10%
JP,SB VID Cutting Mat Defensive to Mat,496790471925996,10%
JP,SB PC Cutting Mat CAT ALL,405469127197242,20%
JP,SB PC Cutting Mat MANUAL ALL,144342260809700519,20%
JP,SB PC Cutting Mat MANUAL DETAIL,510660700179282,20%
JP,SB PC Cutting Mat Product Target,436391962732015,20%
JP,SB SS Quilting Store CAT ALL,521347608624675,20%
JP,SB VID Cutting Mat CAT ALL,439709807363200,20%
JP,SB VID Cutting Mat MANUAL ALL,498694549347100,20%
JP,SD Cutting Mat Defensive to Cutter,352685398090637,10%
JP,SD Cutting Mat Defensive to Mat,356939214495200,10%
JP,SD Cutting Mat Defensive to Ruler,353248198357333,10%
JP,SD VID Cutting Mat Defensive to Cutter,390050067916339,10%
JP,SD VID Cutting Mat Defensive to Mat,534345540071948,10%
JP,SD VID Cutting Mat Defensive to Ruler,495156841301886,10%
JP,Cutting Mats Display,223536081284573,20%
JP,SD Cutting Mat Contextual Cat DETAIL,456902905072324,20%
JP,SD Cutting Mat Product Target,473039027700483,20%
JP,SD Cutting Mat Purchase Remarket,350840712393822,20%
JP,SD Cutting Mat View Remarket,532332463546429,20%
JP,SD Cutting Mat View Remarket CAT DETAIL,334009786466861,20%
JP,SD VID Cutting Mat Contextual CAT ALL,440807967622478,20%
JP,SD VID Cutting Mat Product Target,532081106896880,20%
JP,SD VID Cutting Mat Purchase Remarket,453390034818304,20%
JP,SD VID Cutting Mat View Remarket,352594041077113,20%
JP,SD VID Cutting Mat View Remarket CAT ALL,516395912423463,20%
JP,SP-PT Cutting Mat Defensive to Cutter,452315715718786,10%
JP,SP-PT Cutting Mat Defensive to Mat,362280971680368,10%
JP,SP-PT Cutting Mat Defensive to Ruler,491556791022953,10%
JP,SP Cutting Mat AUTO,171988045460528,20%
JP,SP Cutting Mat CAT,103583458863527,20%
JP,SP Cutting Mat MANUAL,154480198613532,20%
JP,SP-PT Cutting Mat Product Target,25889553310225,20%
JP,SP-PT Cutting Mat Product Target A4,392721914237319,20%
JP,Rotary Cutter AUTO,349678240593292,30%
JP,Rotary Cutter CAT,445252293928134,30%
JP,Rotary Cutter MANUAL,436524310427038,30%
JP,Rotary Cutter STORE,397524144739244,30%
JP,Rulers AUTO,97762056970614,30%
JP,Rulers CAT,277124955082113,30%
JP,Rulers MANUAL,132755534977470,30%
JP,Rulers Product Target,42087307356084,30%
JP,Rulers Display,358166653993786,30%
JP,Rulers STORE,500206868238256,30%
NL,SP Manual General Keywords - 12 SETS,533488557421431,35%
NL,SP Manual General Keywords - 24 SET HOG,307833391552459,35%
NL,SP Manual General Keywords - 24 SET NYLON,542930709676819,35%
NL,SP Manual General Keywords - TOP 3 SHAPES,478133084062490,35%
NL,SP Manual Keywords HOG Angled Paint Brush,506088103129568,35%
NL,SP Manual Keywords HOG Bright Paint Brush,321272103066313,35%
NL,SP Manual Keywords HOG Fan Paint Brush,340084748816164,35%
NL,SP Manual Keywords HOG Filbert Paint Brush,552112609227605,35%
NL,SP Manual Keywords HOG Flat Paint Brush,353494907507585,35%
NL,SP Manual Keywords HOG Paint Brush Set 12L,344538207998616,35%
NL,SP Manual Keywords HOG Paint Brush Set 12S,340972776575566,35%
NL,SP Manual Keywords HOG Paint Brush Set 24PC,415522709878362,35%
NL,SP Manual Keywords HOG Round Paint Brush,346348478870109,35%
NL,SP Manual Keywords NYL Angled Paint Brush,535450695046895,35%
NL,SP Manual Keywords NYL Filbert Paint Brush,318713936500987,35%
NL,SP Manual Keywords NYL Flat Paint Brush,459724223961961,35%
NL,SP Manual Keywords NYL Paint Brush Set 12PC,407893298512643,35%
NL,SP Manual Keywords NYL Paint Brush Set 24PC,434822038455553,35%
NL,SP Manual Keywords NYL Round Paint Brush,315800284130997,35%
NL,SP Manual Keywords SAB Paint Brush Set 12PC,382255351515682,35%
NL,Cutting Mat Store Brand MANUAL,520556591079776,20%
NL,Cutting Mat Store Brands Video MANUAL,384005319493704,20%
NL,Mats Display AUD Purchase Remarket,480665452553923,20%
NL,Mats Display AUD View Remarket,557418454338110,20%
NL,Mats Display CAT Detail,533706326000917,20%
NL,SP-PT Cutting Mat - Complements - Rotary Cutter - Exact - NG,450421269518997,10%
NL,SP-PT Cutting Mat - Complements - Ruler - Exact - NG,555304775740348,10%
NL,SP-PT Rotary Cutter - Complements - Cutting Mat - Exact - NG,538790089069325,10%
NL,SP-PT Ruler - Complements - Cutting Mat - Exact - NG,419335394461012,10%
NL,SP Cutting Mat AUTO ALL,229552388182059,20%
NL,SP Cutting Mat CAT (UD),155400043081036,20%
NL,SP Cutting Mat MANUAL DETAIL,12452138314739,20%
NL,SP-PT Cutting Mat Product Target (UD),221766833337349,20%
NL,Rolsnijder MANUAL Keywords,103909595752062,30%
NL,Rotary Cutters AUTOKEYWORDS,108376549569741,30%
NL,Acryl Lineaal AUTOKEYWORDS,195382122100679,30%
NL,Driehoek lineaal MANUAL Keywords,164735312974733,30%
NL,Lineaal MANUAL Keywords,262397239757953,30%
NL,Stretched Canvas CAT Display,320721527758324,20%
NL,Stretched Canvas Purchase Remarket Display,358127117762482,20%
NL,Stretched Canvas View Remarket Display,545522874611370,20%
NL,Stretched Canvas AUTO ALL,361396092243282,20%
NL,Stretched Canvas CAT,466283302263690,20%
NL,Stretched Canvas MANUAL ALL,381626481704439,20%
NL,Slices AUTO,133950172218207,30%
NL,Slices CAT (UD),199147559128784,30%
NL,Slices Product Target (D),121756436846751,30%
PL,Cutting Mat CAT,100731016691627,20%
PL,Cutting Mats AUTO,95557158755906,20%
PL,Rulers AUTO,44400377009826,30%
PL,Rulers CAT,247581542525214,30%
PL,SB PC Cutting Mat Manual ALL,325268225119902,20%
PL,SB PC Cutting Mat Manual DETAIL,338778511821031,20%
ES,Premium Stretched Canvas AUTO ALL - DE to ES,325898975629361,20%
ES,Slices Christmas,496333557570056,30%
ES,Books AUTO,138281933621602,35%
ES,Books MANUAL,221878675678320,35%
ES,SP AUTO HOG Angled Paint Brush,382667678711386,35%
ES,SP AUTO HOG Bright Paint Brush,561528526439438,35%
ES,SP AUTO HOG Fan Paint Brush,358058726362219,35%
ES,SP AUTO HOG Filbert Paint Brush,485789598066863,35%
ES,SP AUTO HOG Flat Paint Brush,349085218030597,35%
ES,SP AUTO HOG Paint Brush Set 12L,468947004932003,35%
ES,SP AUTO HOG Paint Brush Set 12S,469702187961600,35%
ES,SP AUTO HOG Paint Brush Set 24PC,498057175135203,35%
ES,SP AUTO HOG Round Paint Brush,326825543888171,35%
ES,SP AUTO NYL Angled Paint Brush,288924912752760,35%
ES,SP AUTO NYL Filbert Paint Brush,287124060194222,35%
ES,SP AUTO NYL Flat Paint Brush,503158741275017,35%
ES,SP AUTO NYL Paint Brush Set 12PC,492835999250921,35%
ES,SP AUTO NYL Paint Brush Set 24PC,408714070768371,35%
ES,SP AUTO NYL Round Paint Brush,356233261383647,35%
ES,SP AUTO SAB Paint Brush Set 12PC,542566919399683,35%
ES,Canvas Panel AUTO ALL,516873680883248,30%
ES,Canvas Panel AUTO Detail,522857635002642,30%
ES,Canvas Panel CAT Detail,518971241789539,30%
ES,Canvas Panel MANUAL ALL,295483230201479,30%
ES,Canvas Panel MANUAL Detail,394292413853842,30%
ES,Canvas Panel PRODUCT TARGET,346146091554509,30%
ES,Display of Cutters,118083913871991,30%
ES,SB PC Cutting Mat Defensive to Mat,302973151810726,10%
ES,SB VID Cutting Mat Defensive to Mat,450017929539581,10%
ES,SB PC Cutting Mat CAT ALL,451483704497766,20%
ES,SB PC Cutting Mat MANUAL ALL,144258409920791533,20%
ES,SB PC Cutting Mat MANUAL DETAIL,463393494149565,20%
ES,SB PC Cutting Mat Product Target,473222717117629,20%
ES,SB SS Quilting Store CAT ALL,342360244917330,20%
ES,SB VID Cutting Mat CAT ALL,529718614010299,20%
ES,SB VID Cutting Mat MANUAL ALL,315699613266232,20%
ES,SD Cutting Mat Defensive to Cutter,443800363240232,10%
ES,SD Cutting Mat Defensive to Mat,539775944426511,10%
ES,SD Cutting Mat Defensive to Ruler,534196937745308,10%
ES,SD VID Cutting Mat Defensive to Cutter,299636143341373,10%
ES,SD VID Cutting Mat Defensive to Mat,306257002945072,10%
ES,SD VID Cutting Mat Defensive to Ruler,315993829639945,10%
ES,SD Cutting Mat Contextual CAT DETAIL,505304445791685,20%
ES,SD Cutting Mat Product Target,411832476564526,20%
ES,SD Cutting Mat Purchase Remarket,508855238389229,20%
ES,SD Cutting Mat View Remarket,382764895854494,20%
ES,SD Cutting Mat View Remarket CAT DETAIL,502792156001014,20%
ES,SD VID Cutting Mat Contextual CAT ALL,311939576943966,20%
ES,SD VID Cutting Mat Product Target,424549945353571,20%
ES,SD VID Cutting Mat Purchase Remarket,450728237079471,20%
ES,SD VID Cutting Mat View Remarket,375352818180963,20%
ES,SD VID Cutting Mat View Remarket CAT ALL,332715746443003,20%
ES,SP-PT Cutting Mat Defensive to Cutter,444421001673819,10%
ES,SP-PT Cutting Mat Defensive to Mat,429949242656934,10%
ES,SP-PT Cutting Mat Defensive to Ruler,399863550321492,10%
ES,SP Cutting Mat AUTO ALL,68653386790767,20%
ES,SP Cutting Mat AUTO DETAIL,365401367089423,20%
ES,SP Cutting Mat CAT ALL (UD),12213769424078,20%
ES,SP Cutting Mat CAT DETAIL,483166896854155,20%
ES,SP Cutting Mat MANUAL,78422353102321,20%
ES,SP-PT Cutting Mat Product Target (UD),98680758162465,20%
ES,Cutting Mats SD-CON-AUD TV View Remarket,435442165668080,20%
ES,Cutting Mats SD-CON-VID-AUD TV View Remarket,464488043872579,20%
ES,Cutting Mat MANUAL A0 Alvin,286329375057823,20%
ES,Cutting Mat MANUAL A0 Ansio,395882288697402,20%
ES,Cutting Mat MANUAL A0 Army Painter,301762110726734,20%
ES,Cutting Mat MANUAL A0 Arteza,539416964236853,20%
ES,Cutting Mat MANUAL A0 Artway,284510537343365,20%
ES,Cutting Mat MANUAL A0 Ideas,454311828177936,20%
ES,Cutting Mat MANUAL A0 Innspiro,426808478928332,20%
ES,Cutting Mat MANUAL A0 La Canilla,400232040360060,20%
ES,Cutting Mat MANUAL A0 OfficeTree,326719664512203,20%
ES,Cutting Mat MANUAL A0 Prym,412563238840365,20%
ES,Cutting Mat MANUAL A0 Victor,512960746416272,20%
ES,Cutting Mat MANUAL A0 Wedo,459099679481708,20%
ES,Cutting Mat MANUAL A1 Alvin,368944626534220,20%
ES,Cutting Mat MANUAL A1 Ansio,423247307662408,20%
ES,Cutting Mat MANUAL A1 Army Painter,383344334471261,20%
ES,Cutting Mat MANUAL A1 Arteza,461019844481701,20%
ES,Cutting Mat MANUAL A1 Artway,512969242150973,20%
ES,Cutting Mat MANUAL A1 Ideas,285825150409154,20%
ES,Cutting Mat MANUAL A1 Innspiro,368912349074956,20%
ES,Cutting Mat MANUAL A1 La Canilla,321123058715086,20%
ES,Cutting Mat MANUAL A1 OfficeTree,419274516443713,20%
ES,Cutting Mat MANUAL A1 Prym,401634385819947,20%
ES,Cutting Mat MANUAL A1 Victor,448732704477296,20%
ES,Cutting Mat MANUAL A1 Wedo,562557598531856,20%
ES,Cutting Mat MANUAL A2 Alvin,507827832991210,20%
ES,Cutting Mat MANUAL A2 Ansio,547002166830744,20%
ES,Cutting Mat MANUAL A2 Army Painter,469027275110621,20%
ES,Cutting Mat MANUAL A2 Arteza,282151652701425,20%
ES,Cutting Mat MANUAL A2 Artway,412582577579489,20%
ES,Cutting Mat MANUAL A2 Ideas,345396786317018,20%
ES,Cutting Mat MANUAL A2 Innspiro,369395817488359,20%
ES,Cutting Mat MANUAL A2 La Canilla,555979081666639,20%
ES,Cutting Mat MANUAL A2 OfficeTree,438901166199288,20%
ES,Cutting Mat MANUAL A2 Prym,484851124758955,20%
ES,Cutting Mat MANUAL A2 Victor,549173549936221,20%
ES,Cutting Mat MANUAL A2 Wedo,480406549717180,20%
ES,Cutting Mat MANUAL A3 Alvin,516658006344447,20%
ES,Cutting Mat MANUAL A3 Ansio,309322890685295,20%
ES,Cutting Mat MANUAL A3 Army Painter,503027489111290,20%
ES,Cutting Mat MANUAL A3 Arteza,421394466832978,20%
ES,Cutting Mat MANUAL A3 Artway,532540643163602,20%
ES,Cutting Mat MANUAL A3 Ideas,474195781587785,20%
ES,Cutting Mat MANUAL A3 Innspiro,489058217148966,20%
ES,Cutting Mat MANUAL A3 La Canilla,337194814465012,20%
ES,Cutting Mat MANUAL A3 OfficeTree,492067400516290,20%
ES,Cutting Mat MANUAL A3 Prym,457999303012447,20%
ES,Cutting Mat MANUAL A3 Victor,454661485726006,20%
ES,Cutting Mat MANUAL A3 Wedo,528671045043758,20%
ES,Cutting Mat MANUAL A4 Alvin,386167886851795,20%
ES,Cutting Mat MANUAL A4 Ansio,538647973892034,20%
ES,Cutting Mat MANUAL A4 Army Painter,311428190865637,20%
ES,Cutting Mat MANUAL A4 Arteza,432082495254477,20%
ES,Cutting Mat MANUAL A4 Artway,468371180429960,20%
ES,Cutting Mat MANUAL A4 Ideas,308538629196269,20%
ES,Cutting Mat MANUAL A4 Innspiro,498763362444425,20%
ES,Cutting Mat MANUAL A4 La Canilla,538094011302828,20%
ES,Cutting Mat MANUAL A4 OfficeTree,532437239020108,20%
ES,Cutting Mat MANUAL A4 Prym,346982529483829,20%
ES,Cutting Mat MANUAL A4 Victor,539656888358055,20%
ES,Cutting Mat MANUAL A4 Wedo,311759507101607,20%
ES,SP-PT Cutting Mat ALVIN,489949367519775,20%
ES,SP-PT Cutting Mat AMTECH,522027454503817,20%
ES,SP-PT Cutting Mat ANSIO,459941137821932,20%
ES,SP-PT Cutting Mat ARK,448908289785671,20%
ES,SP-PT Cutting Mat ARMY PAINTER,434115480306058,20%
ES,SP-PT Cutting Mat ARTAT,399442590792540,20%
ES,SP-PT Cutting Mat ARTEZA,476189734268695,20%
ES,SP-PT Cutting Mat ARTWAY,307070172143275,20%
ES,SP-PT Cutting Mat CRAFTY WORLD,465208542907008,20%
ES,SP-PT Cutting Mat DAHLE VANTAGE,387072874176066,20%
ES,SP-PT Cutting Mat DIYSELF,302462368882956,20%
ES,SP-PT Cutting Mat EJOYOUS,386432208303594,20%
ES,SP-PT Cutting Mat FISKARS,389898233220999,20%
ES,SP-PT Cutting Mat GARDEN MILE,517113191334000,20%
ES,SP-PT Cutting Mat HEADLEY TOOLS,453527295685569,20%
ES,SP-PT Cutting Mat HURON,549312744861619,20%
ES,SP-PT Cutting Mat LA CANILLA,522145851748168,20%
ES,SP-PT Cutting Mat MODELCRAFT,503374724305350,20%
ES,SP-PT Cutting Mat SHINY MERRY,546995306910979,20%
ES,SP-PT Cutting Mat SILVERLINE,431108104404591,20%
ES,SP-PT Cutting Mat SOURCING MAP,324440677890040,20%
ES,SP-PT Cutting Mat US ART SUPPLY,345785339592466,20%
ES,SP-PT Cutting Mat WORKLION,514408479919103,20%
ES,SP-PT Cutting Mat XNM CREATIONS,454587461154796,20%
ES,SP-PT Cutting Mat ZERRO,460823031281204,20%
ES,Cutting Mat MANUAL A0 Azul,487316063489924,20%
ES,Cutting Mat MANUAL A0 Gris,413576718180731,20%
ES,Cutting Mat MANUAL A0 Morado,421553816692206,20%
ES,Cutting Mat MANUAL A0 Negro,458485671712597,20%
ES,Cutting Mat MANUAL A0 Rosa,519999899617112,20%
ES,Cutting Mat MANUAL A0 Topo,512929473347394,20%
ES,Cutting Mat MANUAL A0 Verde,412331438964702,20%
ES,Cutting Mat MANUAL A1 Azul,428184027119268,20%
ES,Cutting Mat MANUAL A1 Gris,430526167425481,20%
ES,Cutting Mat MANUAL A1 Morado,497701079026076,20%
ES,Cutting Mat MANUAL A1 Negro,552823136766938,20%
ES,Cutting Mat MANUAL A1 Rosa,323414616694586,20%
ES,Cutting Mat MANUAL A1 Topo,553619783822739,20%
ES,Cutting Mat MANUAL A1 Verde,559366151545098,20%
ES,Cutting Mat MANUAL A2 Azul,498062996105664,20%
ES,Cutting Mat MANUAL A2 Gris,456715915911977,20%
ES,Cutting Mat MANUAL A2 Morado,394751590665556,20%
ES,Cutting Mat MANUAL A2 Negro,426753454685545,20%
ES,Cutting Mat MANUAL A2 Rosa,429092133861097,20%
ES,Cutting Mat MANUAL A2 Topo,284418069595005,20%
ES,Cutting Mat MANUAL A2 Verde,352324119271049,20%
ES,Cutting Mat MANUAL A3 Azul,281969113204035,20%
ES,Cutting Mat MANUAL A3 Gris,348579717889024,20%
ES,Cutting Mat MANUAL A3 Morado,286163525593014,20%
ES,Cutting Mat MANUAL A3 Negro,341187259038612,20%
