Country,Campaign Name,Campaign ID,ACOS Target
DE,SD VID Cutting Mat Contextual CAT ALL,395242044304451,20%
DE,SD VID Cutting Mat Product Target,554274702802606,20%
DE,SD VID Cutting Mat Purchase Remarket,370173177138978,20%
DE,SD VID Cutting Mat View Remarket,414936181855729,20%
DE,SD VID Cutting Mat View Remarket CAT ALL,421886391701261,20%
DE,SP-PT Cutting Mat Defensive to Cutter,490360911946063,10%
DE,SP-PT Cutting Mat Defensive to Mat,416951856088592,10%
DE,SP-PT Cutting Mat Defensive to Ruler,519366667775348,10%
DE,SP Cutting Mat AUTO ALL,139967492017940,20%
DE,SP Cutting Mat AUTO DETAIL,318461166648400,20%
DE,SP Cutting Mat CAT (UD),4430565871218,20%
DE,SP Cutting Mat MANUAL ALL,169778659153085,20%
DE,SP Cutting Mat MANUAL DETAIL,191557205530220,20%
DE,SP-PT Cutting Mat Product Target (UD),199264424232801,20%
DE,Cutting Mats SD-CON-AUD TV View Remarket,432417894782688,20%
DE,Cutting Mats SD-CON-VID-AUD TV View Remarket,346627087396129,20%
DE,Cutting Mat MANUAL A0 Altera,452251321167319,20%
DE,Cutting Mat MANUAL A0 Ansio,387086438651241,20%
DE,Cutting Mat MANUAL A0 Artway,383967590878612,20%
DE,Cutting Mat MANUAL A0 Dahle Vantage,303304823808722,20%
DE,Cutting Mat MANUAL A0 Semplix,431232106669179,20%
DE,Cutting Mat MANUAL A0 Snyderline,531678594778803,20%
DE,Cutting Mat MANUAL A0 Victor,453145039055870,20%
DE,Cutting Mat MANUAL A1 Altera,386097397364390,20%
DE,Cutting Mat MANUAL A1 Ansio,362893282109787,20%
DE,Cutting Mat MANUAL A1 Ark,546019203768943,20%
DE,Cutting Mat MANUAL A1 Arteza,556409787855451,20%
DE,Cutting Mat MANUAL A1 Artway,521219095527795,20%
DE,Cutting Mat MANUAL A1 Dahle Vantage,529952659828529,20%
DE,Cutting Mat MANUAL A1 KCG,448264140797580,20%
DE,Cutting Mat MANUAL A1 La Manuli,502671731529748,20%
DE,Cutting Mat MANUAL A1 Magnetiks,344503098681270,20%
DE,Cutting Mat MANUAL A1 Maxko,485541533428658,20%
DE,Cutting Mat MANUAL A1 OfficeTree,395549676496694,20%
DE,Cutting Mat MANUAL A1 Semplix,326560502427551,20%
DE,Cutting Mat MANUAL A1 Snyderline,512947706468317,20%
DE,Cutting Mat MANUAL A1 Victor,396633556097617,20%
DE,Cutting Mat MANUAL A1 Westcott,339822277528088,20%
DE,Cutting Mat MANUAL A2 Altera,435885322726238,20%
DE,Cutting Mat MANUAL A2 Ansio,440066850659311,20%
DE,Cutting Mat MANUAL A2 Ark,432820365880023,20%
DE,Cutting Mat MANUAL A2 Arteza,449500295639327,20%
DE,Cutting Mat MANUAL A2 Artway,444874532898634,20%
DE,Cutting Mat MANUAL A2 Dahle Vantage,335575482411018,20%
DE,Cutting Mat MANUAL A2 Guss & Mason,502158783000298,20%
DE,Cutting Mat MANUAL A2 KCG,514701491042816,20%
DE,Cutting Mat MANUAL A2 La Canilla,533146496494813,20%
DE,Cutting Mat MANUAL A2 La Manuli,499039301114392,20%
DE,Cutting Mat MANUAL A2 Magnetiks,423542592060146,20%
DE,Cutting Mat MANUAL A2 Maxko,499195005567254,20%
DE,Cutting Mat MANUAL A2 OfficeTree,553616837548911,20%
DE,Cutting Mat MANUAL A2 Prym,309849023533177,20%
DE,Cutting Mat MANUAL A2 Quilted Bear,361955257160736,20%
DE,Cutting Mat MANUAL A2 Semplix,382726151938712,20%
DE,Cutting Mat MANUAL A2 Silverline,429316281022087,20%
DE,Cutting Mat MANUAL A2 Snyderline,430323488058953,20%
DE,Cutting Mat MANUAL A2 US Art Supply,470770294668302,20%
DE,Cutting Mat MANUAL A2 Victor,513556634166235,20%
DE,Cutting Mat MANUAL A2 Wedo,359150468253627,20%
DE,Cutting Mat MANUAL A2 Westcott,435697801501037,20%
DE,Cutting Mat MANUAL A3 Altera,308219462394381,20%
DE,Cutting Mat MANUAL A3 Anezus,494818406627822,20%
DE,Cutting Mat MANUAL A3 Ansio,286069838855505,20%
DE,Cutting Mat MANUAL A3 Ark,415992948679527,20%
DE,Cutting Mat MANUAL A3 Arteza,367042677551211,20%
DE,Cutting Mat MANUAL A3 Artway,418155309920458,20%
DE,Cutting Mat MANUAL A3 Dahle Vantage,388568523043928,20%
DE,Cutting Mat MANUAL A3 Guss & Mason,373361509046339,20%
DE,Cutting Mat MANUAL A3 KCG,536759670769469,20%
DE,Cutting Mat MANUAL A3 La Canilla,546258731972241,20%
DE,Cutting Mat MANUAL A3 La Manuli,518967839553698,20%
DE,Cutting Mat MANUAL A3 Magnetiks,527638759221245,20%
DE,Cutting Mat MANUAL A3 Manufore,319572411535907,20%
DE,Cutting Mat MANUAL A3 OfficeTree,402863310347778,20%
DE,Cutting Mat MANUAL A3 Prym,485910846699538,20%
DE,Cutting Mat MANUAL A3 Semplix,372394626755321,20%
DE,Cutting Mat MANUAL A3 Silverline,540894181785910,20%
DE,Cutting Mat MANUAL A3 US Art Supply,298477305175885,20%
DE,Cutting Mat MANUAL A3 Victor,425360025971420,20%
DE,Cutting Mat MANUAL A3 Wedo,539101660318599,20%
DE,Cutting Mat MANUAL A3 Westcott,487402066270916,20%
DE,Cutting Mat MANUAL A4 Altera,337521297828263,20%
DE,Cutting Mat MANUAL A4 Anezus,516140551973481,20%
DE,Cutting Mat MANUAL A4 Ansio,281917359500519,20%
DE,Cutting Mat MANUAL A4 Dahle Vantage,488223377618387,20%
DE,Cutting Mat MANUAL A4 KCG,315363075610488,20%
DE,Cutting Mat MANUAL A4 Manufore,330158596577007,20%
DE,Cutting Mat MANUAL A4 Semplix,389463740206414,20%
DE,Cutting Mat MANUAL A4 Silverline,312834960164306,20%
DE,Cutting Mat MANUAL A4 US Art Supply,353166946713501,20%
DE,Cutting Mat MANUAL A4 Wedo,525236578236318,20%
DE,Cutting Mat MANUAL A4 Westcott,369852212133675,20%
DE,SP-PT Cutting Mat ACROPAQ,374616661275458,20%
DE,SP-PT Cutting Mat ANEZUS,322289161211142,20%
DE,SP-PT Cutting Mat ANSIO,476569738513570,20%
DE,SP-PT Cutting Mat ARTWAY,412687707750413,20%
DE,SP-PT Cutting Mat DAHLE VANTAGE,398907070905159,20%
DE,SP-PT Cutting Mat FISKARS,365331615413675,20%
DE,SP-PT Cutting Mat HEADLEY TOOLS,290143189950233,20%
DE,SP-PT Cutting Mat IDEEN MIT HERZ,425855100056377,20%
DE,SP-PT Cutting Mat LA CANILLA,474866031412052,20%
DE,SP-PT Cutting Mat MAGNETIKS,313563639511424,20%
DE,SP-PT Cutting Mat MAXKO,333374499346039,20%
DE,SP-PT Cutting Mat OFFICETREE,427835116396954,20%
DE,SP-PT Cutting Mat SILVERLINE,364984619521831,20%
DE,SP-PT Cutting Mat SNYDERLINE,471215752071930,20%
DE,SP-PT Cutting Mat VICTOR,419003443855606,20%
DE,Cutting Mat MANUAL A0 Beige,304209631098705,20%
DE,Cutting Mat MANUAL A0 Black,365634784184885,20%
DE,Cutting Mat MANUAL A0 Blau,388624235648280,20%
DE,Cutting Mat MANUAL A0 Braun,480362846736742,20%
DE,Cutting Mat MANUAL A0 Dunkelblau,553656966092755,20%
DE,Cutting Mat MANUAL A0 Dunkelgrau,551035883499487,20%
DE,Cutting Mat MANUAL A0 Dunkelgrun,307283992545785,20%
DE,Cutting Mat MANUAL A0 Grau,506927290014394,20%
DE,Cutting Mat MANUAL A0 Grun,402412215218155,20%
DE,Cutting Mat MANUAL A0 Hellblau,421469907433401,20%
DE,Cutting Mat MANUAL A0 Hellgrau,526520903748157,20%
DE,Cutting Mat MANUAL A0 Hellgrun,458469811370872,20%
DE,Cutting Mat MANUAL A0 Pink,376409660547858,20%
DE,Cutting Mat MANUAL A0 Purple,562159559883082,20%
DE,Cutting Mat MANUAL A0 Taupe,421796867985353,20%
DE,Cutting Mat MANUAL A1 Beige,550603467819361,20%
DE,Cutting Mat MANUAL A1 Black,544344736899339,20%
DE,Cutting Mat MANUAL A1 Blau,415725340523794,20%
DE,Cutting Mat MANUAL A1 Braun,441117727451644,20%
DE,Cutting Mat MANUAL A1 Dunkelblau,425161556609228,20%
DE,Cutting Mat MANUAL A1 Dunkelgrau,492743949312069,20%
DE,Cutting Mat MANUAL A1 Dunkelgrun,345674624699828,20%
DE,Cutting Mat MANUAL A1 Grau,558667979643031,20%
DE,Cutting Mat MANUAL A1 Grun,384911508761322,20%
DE,Cutting Mat MANUAL A1 Hellblau,545765316424425,20%
DE,Cutting Mat MANUAL A1 Hellgrau,361097611110720,20%
DE,Cutting Mat MANUAL A1 Hellgrun,547666074730268,20%
DE,Cutting Mat MANUAL A1 Pink,560205131596392,20%
DE,Cutting Mat MANUAL A1 Purple,416577920941516,20%
DE,Cutting Mat MANUAL A1 Taupe,481077035544355,20%
DE,Cutting Mat MANUAL A2 Beige,458760731851751,20%
DE,Cutting Mat MANUAL A2 Black,281877534040664,20%
DE,Cutting Mat MANUAL A2 Blau,310991794712375,20%
DE,Cutting Mat MANUAL A2 Braun,293593157702429,20%
DE,Cutting Mat MANUAL A2 Dunkelblau,290770806210651,20%
DE,Cutting Mat MANUAL A2 Dunkelgrau,535809223287361,20%
DE,Cutting Mat MANUAL A2 Dunkelgrun,357064803787690,20%
DE,Cutting Mat MANUAL A2 Grau,458228184362595,20%
DE,Cutting Mat MANUAL A2 Grun,374878100078723,20%
DE,Cutting Mat MANUAL A2 Hellblau,491735475097325,20%
DE,Cutting Mat MANUAL A2 Hellgrau,315195940331830,20%
DE,Cutting Mat MANUAL A2 Hellgrun,532502556541024,20%
DE,Cutting Mat MANUAL A2 Pink,505567588718072,20%
DE,Cutting Mat MANUAL A2 Purple,331655531994215,20%
DE,Cutting Mat MANUAL A2 Taupe,448678369922933,20%
DE,Cutting Mat MANUAL A3 Beige,397516843422666,20%
DE,Cutting Mat MANUAL A3 Black,322031199032047,20%
DE,Cutting Mat MANUAL A3 Blau,501926935494240,20%
DE,Cutting Mat MANUAL A3 Braun,290094507629000,20%
DE,Cutting Mat MANUAL A3 Dunkelblau,472903275052215,20%
DE,Cutting Mat MANUAL A3 Dunkelgrau,303115640295033,20%
DE,Cutting Mat MANUAL A3 Dunkelgrun,456798196984391,20%
DE,Cutting Mat MANUAL A3 Grau,402503460725164,20%
DE,Cutting Mat MANUAL A3 Grun,455506233586826,20%
DE,Cutting Mat MANUAL A3 Hellblau,434971289000249,20%
DE,Cutting Mat MANUAL A3 Hellgrau,348791387551362,20%
DE,Cutting Mat MANUAL A3 Hellgrun,478826882583408,20%
DE,Cutting Mat MANUAL A3 Pink,434862775999598,20%
DE,Cutting Mat MANUAL A3 Purple,393974362183641,20%
DE,Cutting Mat MANUAL A3 Taupe,378642731043944,20%
DE,Cutting Mat MANUAL A4 Beige,358812482671297,20%
DE,Cutting Mat MANUAL A4 Black,364554412548575,20%
DE,Cutting Mat MANUAL A4 Blau,492006215993275,20%
DE,Cutting Mat MANUAL A4 Braun,292205048515389,20%
DE,Cutting Mat MANUAL A4 Dunkelblau,318444691226532,20%
DE,Cutting Mat MANUAL A4 Dunkelgrau,373910724005551,20%
DE,Cutting Mat MANUAL A4 Dunkelgrun,311347698222950,20%
DE,Cutting Mat MANUAL A4 Grau,534565426753356,20%
DE,Cutting Mat MANUAL A4 Grun,370972398998545,20%
DE,Cutting Mat MANUAL A4 Hellblau,546929201384008,20%
DE,Cutting Mat MANUAL A4 Hellgrau,406518028304682,20%
DE,Cutting Mat MANUAL A4 Hellgrun,515724641212150,20%
DE,Cutting Mat MANUAL A4 Pink,419792598810188,20%
DE,Cutting Mat MANUAL A4 Purple,548354787480413,20%
DE,Cutting Mat MANUAL A4 Taupe,440277496778236,20%
DE,Paint AUTO GOUACHE,472756477975694,30%
DE,Paint AUTO OIL,310661787098869,30%
DE,Paint AUTO WATER,498942064486219,30%
DE,Paint CAT GOUACHE,459269600155982,30%
DE,Paint CAT OIL,543336671967403,30%
DE,Paint CAT WATER,553132488975520,30%
DE,Paint MANUAL ALL,434333404499463,30%
DE,Paint MANUAL GOUACHE,516885388975786,30%
DE,PAINT MANUAL GOUACHE (tempera keywords),479568477027210,30%
DE,Paint MANUAL OIL,546573989460145,30%
DE,Paint MANUAL WATER,437483941184377,30%
DE,Paint Display CAT,497532224086771,30%
DE,Premium Stretched Canvas AUTO ALL,328831399367021,20%
DE,Premium Stretched Canvas AUTO DETAIL,522045073245740,20%
DE,Premium Stretched Canvas CAT Detail,554749409430517,20%
DE,Premium Stretched Canvas MANUAL ALL,544693124842679,20%
DE,Premium Stretched Canvas MANUAL DETAIL (nog geen oil specifieke keywords),544386891273199,20%
DE,Premium Stretched Canvas PRODUCT TARGET,474979578593593,20%
DE,Rollschneider AUTO,90768872735981,30%
DE,Rollschneider CAT (D),196843543692547,30%
DE,Rollschneider MANUAL KEY,236661940458095,30%
DE,Rotary Cutters Product Target (D),275168974928633,30%
DE,SP-PT Rotary Cutter - Complements - Cutting Mat - Exact - NG,485324520337481,15%
DE,Rollschneider Store,144234757662824049,30%
DE,Acryl Lineal AUTOKEYWORDS,16329606991338,30%
DE,Acryl Lineal CATEGORIES (D),98946441771103,30%
DE,Acryl Lineal MANUAL KEYWORDS,153399182302714,30%
DE,Acryl Lineal Product Target (UD),49189269634752,30%
DE,Rulers Display AUD Purchase Remarket,510611935611449,30%
DE,Rulers Display AUD View Remarket,365925244763962,30%
DE,Rulers Display CAT Detail,395165171704699,30%
DE,SP-PT Ruler - Complements - Cutting Mat - Exact - NG,441866640642142,15%
DE,Elan Acryl Lineal Store,144181520021624254,30%
DE,SB PC 280 Stretched Canvas Product Target,303038992093715,20%
DE,SB VID 280 Stretched Canvas CAT ALL,511178909718995,20%
DE,SB VID 280 Stretched Canvas MANUAL DETAIL,540501213615239,20%
DE,Stretched Canvas Store Brand MANUAL ALL,388723883924055,20%
DE,Stretched Canvas Store Video,514799801019382,20%
DE,Stretched Store Brand CAT ALL,312098356319182,20%
DE,Stretched Store Brand Product Target,472235575225325,20%
DE,SD 280 Stretched Canvas Defensive to 280 Stretched Canvas,488423187235371,10%
DE,SD 280 Stretched Canvas Defensive to 380 Stretched Canvas,520518490953998,10%
DE,SD VID 280 Stretched Canvas Defensive to 280 Stretched Canvas,401061119315745,10%
DE,SD VID 280 Stretched Canvas Defensive to 380 Stretched Canvas,354027713792644,10%
DE,SD 280 Stretched Canvas View Remarket CAT DETAIL,393179022909115,20%
DE,SD VID 280 Stretched Canvas Contextual CAT ALL,477434278580493,20%
DE,SD VID 280 Stretched Canvas Product Target,391159815378599,20%
DE,SD VID 280 Stretched Canvas Purchase Remarket,482469844193563,20%
DE,SD VID 280 Stretched Canvas View Remarket,487025617761790,20%
DE,SD VID 280 Stretched Canvas View Remarket CAT ALL,330039392530761,20%
DE,Stretched Canvas Display PRODUCT TARGET,470598686866549,20%
DE,Stretched Display AUD Purchase Remarket,408169841893695,20%
DE,Stretched Display AUD View Remarket,298932199033618,20%
DE,Stretched Display CAT,422617732732889,20%
DE,SP-PT 280 Stretched Canvas Defensive to 280 Stretched Canvas,337288293011495,10%
DE,SP-PT 280 Stretched Canvas Defensive to 380 Stretched Canvas,461432781053612,10%
DE,SP-PT 280 Stretched Canvas Defensive to Canvas Panel,452772427988611,10%
DE,SP 280 Stretched Canvas CAT ALL,297681180005864,20%
DE,Stretched Canvas AUTO ALL,387919698868255,20%
DE,Stretched Canvas AUTO Detail,350848390953981,20%
DE,Stretched Canvas CAT Detail,354037251467181,20%
DE,Stretched Canvas MANUAL ALL,560249487067401,20%
DE,Stretched Canvas MANUAL Detail,355624083218086,20%
DE,Stretched Canvas PRODUCT TARGET,503052296617086,20%
DE,SP-PT 280 Stretched Canvas ARTEZA,410141845323083,20%
DE,SP-PT 280 Stretched Canvas ARTINA,359144968177460,20%
DE,SP-PT 280 Stretched Canvas ARTKEY,381128073997258,20%
DE,SP-PT 280 Stretched Canvas EXERZ,305879267018496,20%
DE,SP-PT 280 Stretched Canvas H&S,353838882005342,20%
DE,SP-PT 280 Stretched Canvas KONCCI,355123646108079,20%
DE,SP-PT 280 Stretched Canvas M MERCEO,317742248117112,20%
DE,SP-PT 280 Stretched Canvas SHUTTLE ART,319595445980461,20%
DE,SP-PT 280 Stretched Canvas STATIONERY ISLAND,521471929277089,20%
DE,SP-PT 280 Stretched Canvas ZENACOLOR,393130189594399,20%
DE,Books AUTO,255503698888121,35%
DE,Books CAT (D),35173080216352,35%
DE,Books MANUAL,1026835385765,35%
DE,Books PRODUCT TARGET (D),918310930839,35%
DE,Slices AUTO,198602933894669,30%
DE,Slices CAT (D),201869182065322,30%
DE,Slices MANUAL,95207056374490,30%
DE,Slices Product Target (D),7712818102478,30%
DE,Slices STORE,537803106071803,30%
DE,Wood Slices | SD Audiences,284500141449839,30%
DE,Wood Slices | SD Contextual,536630965942467,30%
IE,SB PC Cutting Mat MANUAL ALL,447984711408472,20%
IE,SB PC Cutting Mat MANUAL DETAIL,543384657850803,20%
IE,SP-PT Cutting Mat Defensive to Cutter,411476207118429,10%
IE,SP-PT Cutting Mat Defensive to Mat,551178369838268,10%
IE,SP-PT Cutting Mat Defensive to Ruler,541120705292595,10%
IE,Cutting Mat MANUAL ALL,547052555079815,20%
IE,SP Cutting Mat AUTO ALL,478490714329292,20%
IE,SP Cutting Mat AUTO DETAIL,339774630737329,20%
IE,SP Cutting Mat CAT ALL,358571095238408,20%
IE,SP Cutting Mat CAT DETAIL,305489546351568,20%
IE,SP Cutting Mat MANUAL DETAIL,283319395830394,20%
IE,Cutting Mat MANUAL A0 Beige,290843686346865,20%
IE,Cutting Mat MANUAL A0 Black,282559859010237,20%
IE,Cutting Mat MANUAL A0 Blue,332017253289980,20%
IE,Cutting Mat MANUAL A0 Brown,329154292059714,20%
IE,Cutting Mat MANUAL A0 Green,439076680433762,20%
IE,Cutting Mat MANUAL A0 Grey,286345854731115,20%
IE,Cutting Mat MANUAL A0 Pink,554012227728933,20%
IE,Cutting Mat MANUAL A0 Purple,476108809651525,20%
IE,Cutting Mat MANUAL A0 Taupe,474530577925456,20%
IE,Cutting Mat MANUAL A1 Beige,332805311775698,20%
IE,Cutting Mat MANUAL A1 Black,419271302591599,20%
IE,Cutting Mat MANUAL A1 Blue,281558703546110,20%
IE,Cutting Mat MANUAL A1 Brown,553704491441419,20%
IE,Cutting Mat MANUAL A1 Grey,475314885456842,20%
IE,Cutting Mat MANUAL A1 Pink,294819969856080,20%
IE,Cutting Mat MANUAL A1 Purple,532536547235843,20%
IE,Cutting Mat MANUAL A1 Taupe,524960304426918,20%
IE,Cutting Mat MANUAL A2 Beige,531523484143667,20%
IE,Cutting Mat MANUAL A2 Black,331691031868969,20%
IE,Cutting Mat MANUAL A2 Blue,496706846060941,20%
IE,Cutting Mat MANUAL A2 Brown,451413974510889,20%
IE,Cutting Mat MANUAL A2 Green,533514402529756,20%
IE,Cutting Mat MANUAL A2 Grey,396609129220990,20%
IE,Cutting Mat MANUAL A2 Pink,345411662053657,20%
IE,Cutting Mat MANUAL A2 Purple,543005086675746,20%
IE,Cutting Mat MANUAL A2 Taupe,550038039595514,20%
IE,Cutting Mat MANUAL A3 Beige,294218694001501,20%
IE,Cutting Mat MANUAL A3 Black,290226665257469,20%
IE,Cutting Mat MANUAL A3 Blue,348642397342182,20%
IE,Cutting Mat MANUAL A3 Brown,439451539688203,20%
IE,Cutting Mat MANUAL A3 Green,379872132768756,20%
IE,Cutting Mat MANUAL A3 Grey,524462433435110,20%
IE,Cutting Mat MANUAL A3 Pink,501111128435164,20%
IE,Cutting Mat MANUAL A3 Purple,288159221484765,20%
IE,Cutting Mat MANUAL A3 Taupe,451522732458355,20%
IE,Cutting Mat MANUAL A4 Beige,508949190810952,20%
IE,Cutting Mat MANUAL A4 Black,465634210272849,20%
IE,Cutting Mat MANUAL A4 Blue,323157592739110,20%
IE,Cutting Mat MANUAL A4 Brown,386494980899350,20%
IE,Cutting Mat MANUAL A4 Green,363373565229969,20%
IE,Cutting Mat MANUAL A4 Grey,340961929633174,20%
IE,Cutting Mat MANUAL A4 Pink,473346468223648,20%
IE,Cutting Mat MANUAL A4 Purple,405307048764658,20%
IE,Cutting Mat MANUAL A4 Taupe,430210448825632,20%
IE,Stretched Canvas AUTO ALL,319093106731226,20%
IE,Stretched Canvas AUTO Detail,401871780889955,20%
IE,Stretched Canvas CAT,319313229406692,20%
IE,Stretched Canvas MANUAL ALL,516502584935807,20%
IE,Stretched Canvas MANUAL Detail,464005571263189,20%
IE,Stretched Canvas PRODUCT TARGET,477174408074165,20%
IT,Slices Christmas,333688842763650,30%
IT,B07MZVXLLW - CM Green A3 - Catch All - Auto - Fix,392692161698199,20%
IT,B07MZZZV8V - CM Green A0 - Catch All - Auto - Fix,299260239262397,20%
IT,B07N12JV3N - CM Black A3 - Catch All - Auto - Fix,399600299073572,20%
IT,B07N12QZXP - CM Green A2 - Catch All - Auto - Fix,475338315993439,20%
IT,B07PKVT4MM - CM Black A0 - Catch All - Auto - Fix,327924518571572,20%
IT,B084NCVMTS - Brush Set - Catch All - Auto - Fix,379458025630291,35%
IT,B08D6NJKH5 - CM Black A4 - Catch All - Auto - Fix,546314870361138,20%
IT,B08D6PG8M3 - CM Blue A4 - Catch All - Auto - Fix,298528094449161,20%
IT,B08D6Q4KCM - CM Blue A3 - Catch All - Auto - Fix,560446793602307,20%
IT,B0C4W44PHL - Panel 40x60 - Catch All - Auto - Fix,439795706441969,30%
IT,B0C4W8J5D4 - Panel 40x40 - Catch All - Auto - Fix,548570824879063,30%
IT,B0C4WNJV9H - Panel 50x60 - Catch All - Auto - Fix,497350969839510,30%
IT,B0C4WQP5PD - Panel 40x50 - Catch All - Auto - Fix,414409462261997,30%
IT,B0C4WY3YBR - Panel 20x25 - Catch All - Auto - Fix,323848586335625,30%
IT,Books AUTO,28798536341341,35%
IT,Books CAT (D),117914657514136,35%
IT,Books MANUAL,144719711848390,35%
IT,Books PRODUCT TARGET (D),205703272465105,35%
IT,SP AUTO HOG Angled Paint Brush,473936542880687,35%
IT,SP AUTO HOG Bright Paint Brush,534630692585774,35%
IT,SP AUTO HOG Fan Paint Brush,437957696884106,35%
IT,SP AUTO HOG Filbert Paint Brush,546409004688016,35%
IT,SP AUTO HOG Flat Paint Brush,415727040830904,35%
IT,SP AUTO HOG Paint Brush Set 12L,335306643527574,35%
IT,SP AUTO HOG Paint Brush Set 12S,431440435556042,35%
IT,SP AUTO HOG Paint Brush Set 24PC,480248469974419,35%
IT,SP AUTO HOG Round Paint Brush,422532585470875,35%
IT,SP AUTO NYL Angled Paint Brush,422614325347798,35%
IT,SP AUTO NYL Filbert Paint Brush,513413394799099,35%
IT,SP AUTO NYL Flat Paint Brush,339758935833005,35%
IT,SP AUTO NYL Paint Brush Set 12PC,483438949156715,35%
IT,SP AUTO NYL Paint Brush Set 24PC,371372036071709,35%
IT,SP AUTO NYL Round Paint Brush,310005955535487,35%
IT,SP AUTO SAB Paint Brush Set 12PC,336284678032265,35%
IT,SP CAT HOG Angled Paint Brush,360887126765523,35%
IT,SP CAT HOG Bright Paint Brush,380269659496803,35%
IT,SP CAT HOG Fan Paint Brush,454650239484882,35%
IT,SP CAT HOG Filbert Paint Brush,417614960458062,35%
IT,SP CAT HOG Flat Paint Brush,468340332959116,35%
IT,SP CAT HOG Paint Brush Set 12L,542088072189124,35%
IT,SP CAT HOG Paint Brush Set 12S,395994262647124,35%
IT,SP CAT HOG Paint Brush Set 24PC,481592331930100,35%
IT,SP CAT HOG Round Paint Brush,351023534094468,35%
IT,SP CAT NYL Angled Paint Brush,353213844562558,35%
IT,SP CAT NYL Filbert Paint Brush,512887465157325,35%
IT,SP CAT NYL Flat Paint Brush,317744651961723,35%
IT,SP CAT NYL Paint Brush Set 12PC,421183564067762,35%
IT,SP CAT NYL Paint Brush Set 24PC,520631624270260,35%
IT,SP CAT NYL Round Paint Brush,525016329301450,35%
IT,SP CAT SAB Paint Brush Set 12PC,373230756758632,35%
IT,SP Manual General Keywords ALL Paint Brush,382193361476478,35%
IT,SP Manual Keywords HOG Angled Paint Brush,416249516006859,35%
IT,SP Manual Keywords HOG Bright Paint Brush,402798809315268,35%
IT,SP Manual Keywords HOG Fan Paint Brush,382525307199119,35%
IT,SP Manual Keywords HOG Filbert Paint Brush,298680385968605,35%
IT,SP Manual Keywords HOG Flat Paint Brush,510753130843589,35%
IT,SP Manual Keywords HOG Paint Brush Set 12L,468382224311294,35%
IT,SP Manual Keywords HOG Paint Brush Set 12S,495965875894423,35%
IT,SP Manual Keywords HOG Paint Brush Set 24PC,418578588019502,35%
IT,SP Manual Keywords HOG Round Paint Brush,328815916324505,35%
IT,SP Manual Keywords NYL Angled Paint Brush,478910335076095,35%
IT,SP Manual Keywords NYL Filbert Paint Brush,390278965398995,35%
IT,SP Manual Keywords NYL Flat Paint Brush,329669663427788,35%
IT,SP Manual Keywords NYL Round Paint Brush,512146428790376,35%
IT,SP Manual Keywords NYLON Brush,396206937985419,35%
IT,SP Manual Keywords SABLE Brush,347132406251595,35%
IT,Canvas Panel AUTO ALL,348903149843557,30%
IT,Canvas Panel AUTO Detail,300932623305694,30%
IT,Canvas Panel CAT Detail,348068142159599,30%
IT,Canvas Panel MANUAL ALL,382988945579994,30%
IT,Canvas Panel MANUAL Detail,452761332739331,30%
IT,Canvas Panel PRODUCT TARGET,335659829495321,30%
IT,Panels Display AUD Purchase Remarket,313402458475056,30%
IT,Panels Display AUD View Remarket,390808167448319,30%
IT,Panels Display CAT,430646692331636,30%
IT,Panels Store Brand CAT ALL,512573055412542,30%
IT,Panels Store Brand MANUAL ALL,547715806535613,30%
IT,SB PC Cutting Mat Defensive to Mat,470804321136950,10%
IT,SB VID Cutting Mat Defensive to Mat,380957612871122,10%
IT,SB PC Cutting Mat CAT ALL,465330058861192,20%
IT,SB PC Cutting Mat MANUAL ALL,144306209138353529,20%
IT,SB PC Cutting Mat MANUAL DETAIL,493438283285291,20%
IT,SB PC Cutting Mat Product Target,294859998840567,20%
IT,SB SS Quilting Store CAT ALL,343802356593888,20%
IT,SB VID Cutting Mat CAT ALL,364648028968311,20%
IT,SB VID Cutting Mat MANUAL ALL,531853068173372,20%
IT,SD Cutting Mat Defensive to Cutter,436488638519448,10%
IT,SD Cutting Mat Defensive to Mat,265099016225732,10%
IT,SD Cutting Mat Defensive to Ruler,458671956650430,10%
IT,SD VID Cutting Mat Defensive to Cutter,430299694942936,10%
IT,SD VID Cutting Mat Defensive to Mat,499836555497363,10%
IT,SD VID Cutting Mat Defensive to Ruler,375471210792797,10%
IT,SD Cutting Mat Contextual CAT DETAIL,313777881122102,20%
IT,SD Cutting Mat Product Target,284123197688113,20%
IT,SD Cutting Mat Purchase Remarket,482827033403080,20%
IT,SD Cutting Mat View Remarket,368176853590130,20%
IT,SD Cutting Mat View Remarket CAT DETAIL,489707593173532,20%
IT,SD VID Cutting Mat Contextual CAT ALL,416476171371203,20%
IT,SD VID Cutting Mat Product Target,519055541407350,20%
IT,SD VID Cutting Mat Purchase Remarket,328051365279880,20%
IT,SD VID Cutting Mat View Remarket,371673837571355,20%
IT,SD VID Cutting Mat View Remarket CAT ALL,354530148253911,20%
IT,SP-PT Cutting Mat Defensive to Cutter,480682579660382,10%
IT,SP-PT Cutting Mat Defensive to Mat,519626108845333,10%
IT,SP-PT Cutting Mat Defensive to Ruler,402517357363393,10%
IT,SP Cutting Mat AUTO ALL,52963754880959,20%
IT,SP Cutting Mat AUTO DETAIL,526952763171810,20%
IT,SP Cutting Mat CAT ALL (UD),266820316933187,20%
IT,SP Cutting Mat CAT DETAIL,284896770116061,20%
IT,SP Cutting Mat MANUAL,199774680368818,20%
